SKU Pai,SKU Variação,Nome do Produto,Nome da Variação,Valor da Variação,Categoria (referência interna),Descrição do Produto,Marca,Preço (R$),Preço Original em Ienes (referência),Estoque,Peso(kg),Comprimento(cm),Largura(cm),Altura(cm),Dias de Preparação,Imagem de Capa,Imagem 2,Imagem 3,Imagem 4,Imagem 5,Imagem 6,Imagem 7,Imagem 8,Observações
JE-COS-0098,JE-COS-0098,Melano CC Vitamin C Brightening Essence,,Padrão,Cosméticos,"O Melano CC Intensive Anti-Spot Cream é um dos cremes clareadores mais populares do Japão. Enriquecido com Vitamina C e Vitamina E, ajuda a suavizar manchas, marcas de acne e diferenças de tonalidade da pele, proporcionando hidratação e luminosidade para uma aparência mais radiante e uniforme.",Sem Marca,71.55,2200,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706043/nikkeybox/products/melano-cc/kz1qar0uxldv07kc1dkc.webp",,,,,,,,
JE-COS-0099,JE-COS-0099,Men’s Biore Pore Pack (Adesivo Removedor de Cravos para Homens),,Padrão,Cosméticos,"O Men’s Biore Pore Pack foi desenvolvido especialmente para a pele masculina, ajudando a remover cravos, excesso de oleosidade e impurezas dos poros do nariz. Com formato maior e alta aderência, proporciona uma limpeza profunda e resultados visíveis logo após o uso.",Sem Marca,84.53,2600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706045/nikkeybox/products/men-s-biore-pore-pack-adesivo-removedor--y2gh/mwak5vxnuqiizjcjmpv1.webp",,,,,,,,
JE-COS-0100,JE-COS-0100,Men’s Biore Pore Pack Black (Adesivo Removedor de Cravos com Carvão para Homens),,Padrão,Cosméticos,"O Men’s Biore Pore Pack Black foi desenvolvido especialmente para a pele masculina. Com carvão vegetal e alta aderência, remove cravos, excesso de oleosidade e impurezas dos poros do nariz, proporcionando uma limpeza profunda e uma sensação imediata de pele renovada.",Sem Marca,84.53,2600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706046/nikkeybox/products/men-s-biore-pore-pack-black-adesivo-remo-28or/tcpvdbklkbssb5vfe5bc.webp",,,,,,,,
JE-DOC-0041,JE-DOC-0041,Morinaga Hi-Chew Mix de Frutas,,Padrão,Doces & Chás,"famoso chiclete mastigável japonês Hi-Chew em uma deliciosa seleção de sabores frutados. Com textura macia e sabor intenso, cada embalagem traz uma experiência divertida e refrescante inspirada em frutas reais.  🍇 Sabores inclusos: • Uva • Morango • Maçã Verde",Sem Marca,16.39,500,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706049/nikkeybox/products/morinaga-hi-chew-mix-de-frutas-844k/w1lylmsq1rs4nsttccfk.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706052/nikkeybox/products/morinaga-hi-chew-mix-de-frutas-844k/hb6c29wxnpznwtb34ags.webp",,,,,,,
JE-COS-0101,JE-COS-0101,Nature Republic California Aloe Cooling Watery Sun Stick ,,Padrão,Cosméticos,"O Cooling Watery Sun Stick da Nature Republic oferece alta proteção solar com um refrescante efeito cooling, ajudando a reduzir a sensação de calor na pele durante a aplicação. Sua textura leve e hidratante desliza facilmente, sem deixar resíduos brancos ou sensação pegajosa.  Benefícios:  * Alta proteção contra os raios UVA e UVB (SPF50+ PA++++). * Efeito refrescante imediato na pele. * Hidrata e acalma com extrato de aloe vera. * Textura leve, confortável e de rápida absorção. * Resistente à água e ao suor. * Pode ser aplicado no rosto e corpo, inclusive sobre a maquiagem.  Ideal para todos os tipos de pele, especialmente nos dias mais quentes. Prático para levar na bolsa e reaplicar ao longo do dia, garantindo proteção eficaz com sensação de frescor e conforto.",Sem Marca,107.24,3300,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0102,JE-COS-0102,Nature Republic California Aloe Fresh Powdery Sun Stick ,,Padrão,Cosméticos,"Proteja sua pele com praticidade usando o Fresh Powdery Sun Stick da Nature Republic. Com FPS 50+ PA++++, oferece alta proteção contra os raios UVA e UVB, enquanto sua textura leve e acabamento aveludado controlam a oleosidade sem deixar a pele pegajosa.  Benefícios:  * Alta proteção solar SPF50+ PA++++. * Acabamento seco e efeito matte. * Controla o brilho e a oleosidade ao longo do dia. * Pode ser reaplicado facilmente, até mesmo sobre a maquiagem. * Resistente à água e ao suor. * Enriquecido com extrato de aloe vera, que ajuda a hidratar e acalmar a pele.  Ideal para todos os tipos de pele, especialmente as mistas e oleosas. Perfeito para o uso diário, oferecendo proteção eficaz com uma aplicação rápida, prática e sem sujar as mãos.",Sem Marca,107.24,3300,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0103,JE-COS-0103,Naturie Hatomugi Skin Conditioner – Loção Tonificante Hidratante,,Padrão,Cosméticos,"A famosa loção hidratante japonesa da Naturie é enriquecida com extrato de Hatomugi (Coix Seed), proporcionando hidratação leve, refrescante e duradoura para rosto e corpo. Sua fórmula suave ajuda a manter a pele macia, equilibrada e com aparência saudável.  ✨ Benefícios:  * Hidrata profundamente sem deixar a pele oleosa. * Refresca e acalma a pele. * Ajuda a manter a barreira natural de hidratação. * Absorção rápida e textura leve. * Pode ser utilizada no rosto e no corpo. * Ideal para uso diário e para compressas faciais.  🌿 Ingrediente Principal: Extrato de Hatomugi (Coix Seed), conhecido por suas propriedades hidratantes e suavizantes, amplamente utilizado nos cuidados japoneses com a pele.  💧 Multifuncional Pode ser usado como tônico facial, loção hidratante corporal, máscara facial com algodão ou para refrescar a pele após a exposição ao sol.  💆‍♀️ Modo de uso: Após a limpeza da pele, aplique diretamente com as mãos ou com auxílio de algodão. Utilize diariamente pela manhã e à noite.  📦 Conteúdo: 500ml",Sem Marca,104.00,3200,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706050/nikkeybox/products/naturie-hatomugi-skin-conditioner-locao--cfnn/ctfycaosomb1cw9tipwn.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706051/nikkeybox/products/naturie-hatomugi-skin-conditioner-locao--cfnn/xlcox1n4nmejhttchaql.webp",,,,,,,
JE-COS-0104,JE-COS-0104,Naturie Hatomugi Skin Conditioning Gel – Gel Hidratante Multifuncional,,Padrão,Cosméticos,"Gel hidratante japonês enriquecido com extrato de Hatomugi (Coix Seed), desenvolvido para proporcionar hidratação leve e duradoura sem deixar sensação pegajosa. Sua textura em gel refrescante é rapidamente absorvida, deixando a pele macia, suave e equilibrada.  ✨ Benefícios:  * Hidratação intensa com toque leve. * Absorção rápida sem sensação oleosa. * Ajuda a manter a elasticidade e maciez da pele. * Refresca e acalma a pele. * Pode ser utilizado no rosto e corpo. * Ideal para uso diário.  🌿 Ingrediente Principal: Extrato de Hatomugi (Coix Seed), conhecido por suas propriedades hidratantes e suavizantes, muito utilizado nos cuidados japoneses com a pele.  💧 Textura Gel Refrescante Perfeito para quem procura hidratação eficiente sem pesar na pele, especialmente em climas quentes ou para peles mistas e oleosas.  💆‍♀️ Modo de uso: Após a limpeza da pele, aplique uma quantidade adequada no rosto ou corpo e espalhe suavemente até completa absorção.",Sem Marca,58.57,1800,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706054/nikkeybox/products/naturie-hatomugi-skin-conditioning-gel-g-8ur3/mfvk51vncjnd3e4429ex.webp",,,,,,,,
JE-DOC-0042,JE-DOC-0042,Nissin Chicken Ramen Original – 5 unidade,,Padrão,Doces & Chás,"Criado em 1958 pela Nissin, o Chicken Ramen é um clássico japonês e o pioneiro dos macarrões instantâneos. Com sabor suave e delicioso de caldo de frango, é prático e fácil de preparar.  Características: ✨ Sabor tradicional de caldo de frango. ✨ Receita clássica desde 1958. ✨ Preparo rápido em apenas 3 minutos. ✨ Pode ser preparado com água quente ou na panela em 1 minuto. ✨ Ideal para adicionar ovo, cebolinha e outros acompanhamentos.  Sabor: 🍗 Caldo rico e aromático de frango. 🍜 Macarrão leve e saboroso já temperado. 🥚 Combina perfeitamente com ovo e vegetais.",Sem Marca,32.61,1000,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706054/nikkeybox/products/nissin-chicken-ramen-original-o-primeiro-fmps/y17h1u3a54rmyxxnric5.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706056/nikkeybox/products/nissin-chicken-ramen-original-o-primeiro-fmps/lu03m86stovcl8q2q9eq.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706058/nikkeybox/products/nissin-chicken-ramen-original-o-primeiro-fmps/ne1xbju2l5wnus1jjixp.webp",,,,,,
JE-DOC-0043,JE-DOC-0043,Nissin Cup Noodles Big – Sabor Tradicional 12 unidade,,Padrão,Doces & Chás,"Desfrute do autêntico sabor japonês com o Cup Noodles Big da Nissin. Uma versão com porção maior do clássico ramen instantâneo, trazendo macarrão macio e um delicioso caldo sabor shoyu, acompanhado de camarões, carne, ovos e vegetais.",Sem Marca,279.22,8600,999,,,,,3,https://item-shopping.c.yimg.jp/i/z/e-convini_0420011000125-ha001,https://item-shopping.c.yimg.jp/i/z/e-convini_0420071002237-hv001,https://item-shopping.c.yimg.jp/i/z/kaumall_41109724,https://item-shopping.c.yimg.jp/i/z/e-convini_4902105003374-hp012,https://item-shopping.c.yimg.jp/i/z/kumano-nakatani_select-4902105-02-012,,,,
JE-COS-0105,JE-COS-0105,Obagi C Clear Advanced Lotion,,Padrão,Cosméticos,"Loção facial hidratante e iluminadora desenvolvida para preparar a pele após a limpeza, promovendo hidratação profunda e auxiliando na uniformização do tom da pele. Sua fórmula enriquecida com derivados de Vitamina C ajuda a deixar a pele mais macia, luminosa e saudável.  ✨ Principais benefícios:  * Hidrata profundamente a pele. * Auxilia na uniformização do tom da pele. * Promove luminosidade e viço natural. * Ajuda a melhorar a textura da pele. * Prepara a pele para absorver melhor os próximos passos da rotina de skincare. * Deixa a pele suave, macia e revitalizada.  🍊 Ingredientes em destaque:  * Derivados de Vitamina C: ajudam a iluminar a pele e a combater os danos causados pelos radicais livres. * Ingredientes hidratantes: auxiliam na manutenção da hidratação e da barreira cutânea.  💧 Modo de uso: Após a limpeza facial, aplique uma quantidade adequada em um algodão ou diretamente nas mãos e espalhe suavemente sobre o rosto até completa absorção.  Conteúdo: 150ml  Indicado para: Todos os tipos de pele, especialmente para quem busca hidratação, luminosidade e uma pele com aparência mais uniforme e saudável.",Sem Marca,324.65,10000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706057/nikkeybox/products/obagi-c-clear-advanced-lotion-y7l2/cvfq0mlpupsywjzunhve.webp",,,,,,,,
JE-COS-0106,JE-COS-0106,Obagi C Day Serum UV ,,Padrão,Cosméticos,"Protetor solar facial com Vitamina C, desenvolvido para proteger a pele contra os raios UVA e UVB enquanto auxilia nos cuidados diários de luminosidade e hidratação. Sua fórmula combina alta proteção solar com ação antioxidante, ajudando a manter a pele saudável e radiante ao longo do dia.  ☀️ Principais benefícios:  * Alta proteção solar SPF50+ PA++++. * Ajuda a prevenir manchas causadas pela exposição solar. * Protege contra os danos dos raios UVA e UVB. * Enriquecido com Vitamina C para uma pele mais luminosa. * Auxilia na hidratação e manutenção da barreira cutânea. * Textura leve, confortável e de rápida absorção.  🍊 Ingrediente em destaque:  * Vitamina C: poderoso antioxidante que ajuda a combater os radicais livres, promovendo luminosidade e auxiliando na prevenção dos sinais de envelhecimento.  Modo de uso: Aplicar uniformemente sobre o rosto e pescoço como último passo da rotina de cuidados com a pele, antes da exposição ao sol. Reaplicar ao longo do dia quando necessário.  Conteúdo: 30g  Indicado para: Todos os tipos de pele, especialmente para quem busca proteção solar diária aliada aos benefícios antioxidantes da Vitamina C.",Sem Marca,214.33,6600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706060/nikkeybox/products/obagi-c-day-serum-uv-q4bx/ezepfsfc4efa8q8eewxb.webp",,,,,,,,
JE-COS-0107,JE-COS-0107,Obagi C Powder Wash DP,,Padrão,Cosméticos,"Limpador facial em pó com Vitamina C, enzimas e extrato de Sophora Japonica (Enju), desenvolvido especialmente para auxiliar nos cuidados com poros dilatados, textura irregular e perda de firmeza da pele. Ao entrar em contato com a água, forma uma espuma suave que promove limpeza profunda sem ressecar.  ✨ Principais benefícios:  * Limpa profundamente os poros. * Remove células mortas e impurezas acumuladas. * Ajuda a melhorar a textura da pele. * Auxilia na redução da aparência dos poros dilatados. * Promove uma pele mais firme, lisa e luminosa. * Contribui para uma aparência mais uniforme e revitalizada.  🍊 Ingredientes em destaque:  * Vitamina C: ação antioxidante que ajuda a iluminar e revitalizar a pele. * Enzimas: promovem esfoliação suave, auxiliando na remoção de células mortas. * Extrato de Sophora Japonica: ajuda a manter a firmeza e a elasticidade da pele.  🫧 Modo de uso: Coloque uma pequena quantidade do pó nas mãos úmidas, adicione água e esfregue até formar espuma. Massageie suavemente o rosto e enxágue completamente.  Conteúdo: 12g  Indicado para: Todos os tipos de pele, especialmente peles com poros aparentes, textura irregular, excesso de oleosidade ou sinais de perda de firmeza.",Sem Marca,162.41,5000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706060/nikkeybox/products/obagi-c-powder-wash-dp-vckn/aecv5qfogncsvmmh6xyu.webp",,,,,,,,
JE-COS-0108,JE-COS-0108,Obagi C Powder Wash,,Padrão,Cosméticos,"Limpador facial em pó com Vitamina C e enzimas, desenvolvido para remover impurezas, excesso de oleosidade e células mortas, proporcionando uma limpeza profunda sem ressecar a pele. Ao entrar em contato com a água, forma uma espuma suave que deixa a pele limpa, macia e radiante.  ✨ Principais benefícios:  * Limpeza profunda dos poros. * Auxilia na remoção de cravos e células mortas. * Ajuda a controlar a oleosidade. * Promove uma pele mais lisa e luminosa. * Contribui para a redução da aparência dos poros. * Deixa a pele com sensação de frescor e maciez.  🍊 Ingredientes em destaque:  * Vitamina C: ação antioxidante que ajuda a iluminar e revitalizar a pele. * Enzimas: auxiliam na esfoliação suave, removendo impurezas e resíduos acumulados nos poros.  Modo de uso: Coloque uma pequena quantidade do pó nas mãos úmidas, adicione água e esfregue até formar espuma. Massageie suavemente o rosto e enxágue completamente.  Conteúdo: 12g  Indicado para: Todos os tipos de pele, especialmente peles oleosas, com poros aparentes, cravos e textura irregular.",Sem Marca,129.96,4000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706062/nikkeybox/products/obagi-c-powder-wash-shwv/wxo4p36ungydikh2dpqw.webp",,,,,,,,
JE-COS-0109,JE-COS-0109,Obagi C Serum Gel,,Padrão,Cosméticos,"Gel hidratante facial da linha Obagi, desenvolvido para proporcionar hidratação intensa, melhorar a textura da pele e auxiliar na manutenção de uma aparência saudável e luminosa. Sua fórmula leve é rapidamente absorvida, deixando a pele macia e confortável ao longo do dia.  ✨ Principais benefícios:  * Hidrata profundamente sem deixar sensação oleosa. * Ajuda a melhorar a maciez e elasticidade da pele. * Contribui para uma pele mais luminosa e revitalizada. * Auxilia na manutenção da barreira de proteção natural da pele. * Textura leve e de rápida absorção.  🍊 Destaques da fórmula:  * Ingredientes hidratantes que ajudam a reter a umidade da pele. * Tecnologia Obagi para cuidados diários e aparência saudável da pele.  Modo de uso: Após a limpeza e aplicação do sérum, aplique uma quantidade adequada no rosto e pescoço, massageando suavemente até completa absorção.  Conteúdo: 80g  Indicado para: Todos os tipos de pele, especialmente peles que necessitam de hidratação, revitalização e cuidados diários para manter a aparência saudável e radiante.",Sem Marca,285.71,8800,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706063/nikkeybox/products/obagi-c-serum-gel-9k9r/q6mv0b2agemsmuqcbj0e.webp",,,,,,,,
JE-COS-0110,JE-COS-0110,Obagi C10 Serum (Vitamina C 10%),,Padrão,Cosméticos,"Sérum facial com 10% de Vitamina C pura, ideal para quem deseja iniciar os cuidados com vitamina C ou possui pele mais sensível. Sua fórmula auxilia na hidratação, luminosidade e uniformização do tom da pele, proporcionando uma aparência mais saudável e radiante.  ✨ Principais benefícios:  * Ajuda a iluminar e revitalizar a pele. * Auxilia na uniformização do tom da pele. * Contribui para a redução da aparência de manchas e marcas. * Ajuda a minimizar a aparência dos poros. * Proporciona hidratação e maciez. * Ação antioxidante contra os danos causados pelos radicais livres.  🍊 Ingrediente em destaque:  * Vitamina C Pura 10%: auxilia na produção de colágeno, melhora a luminosidade da pele e ajuda a prevenir os sinais visíveis do envelhecimento.  Modo de uso: Após a limpeza da pele, aplique de 3 a 4 gotas no rosto e pescoço, espalhando suavemente até a completa absorção. Durante o dia, utilize protetor solar.  Conteúdo: 12ml  Indicado para: Todos os tipos de pele, especialmente para iniciantes no uso de vitamina C, peles sensíveis ou para quem busca luminosidade, hidratação e uniformização do tom da pele.",Sem Marca,285.71,8800,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706065/nikkeybox/products/obagi-c10-serum-vitamina-c-10-g7u5/g5mbrai6iahtvkqabo8h.webp",,,,,,,,
JE-COS-0111,JE-COS-0111,Obagi C10 Vitamin C Serum,,Padrão,Cosméticos,"Sérum facial com 10% de Vitamina C pura, desenvolvido para proporcionar luminosidade, hidratação e uniformização do tom da pele. Sua fórmula leve e de rápida absorção ajuda a combater os danos causados pelos radicais livres, promovendo uma aparência mais saudável e revitalizada.  ✨ Principais benefícios:  * Ilumina e revitaliza a pele. * Auxilia na redução da aparência de manchas e marcas. * Ajuda a uniformizar o tom da pele. * Minimiza a aparência dos poros. * Contribui para uma pele mais firme e macia. * Possui ação antioxidante que ajuda a prevenir os sinais do envelhecimento.  🍊 Ingrediente em destaque:  * Vitamina C Pura 10%: ajuda a estimular a produção de colágeno, melhora a luminosidade e auxilia na proteção da pele contra agressões externas.  Modo de uso: Após a limpeza da pele, aplique de 3 a 4 gotas no rosto e pescoço. Massageie suavemente até completa absorção. Durante o dia, utilize protetor solar.  Conteúdo: 26ml  Indicado para: Todos os tipos de pele, especialmente para quem está começando a utilizar vitamina C ou busca uma pele mais luminosa, uniforme e com aparência saudável.",Sem Marca,499.88,15400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706065/nikkeybox/products/obagi-c10-vitamin-c-serum-jh2w/ikyngwmlg3vnizg1afkc.webp",,,,,,,,
JE-COS-0112,JE-COS-0112,Obagi C20 Serum (Vitamina C 20%),,Padrão,Cosméticos,"Sérum facial concentrado com 20% de Vitamina C pura, desenvolvido para ajudar a melhorar a luminosidade, uniformizar o tom da pele e combater os sinais visíveis do envelhecimento. Sua fórmula antioxidante auxilia na proteção da pele contra agressões externas, promovendo uma aparência mais saudável e radiante.  ✨ Principais benefícios:  * Ajuda a iluminar e revitalizar a pele. * Auxilia na redução da aparência de manchas e marcas. * Contribui para uma pele mais firme e uniforme. * Ajuda a minimizar a aparência dos poros. * Suaviza linhas finas e sinais de envelhecimento. * Protege contra os danos causados pelos radicais livres.  🍊 Ingrediente em destaque:  * Vitamina C Pura 20%: potente antioxidante que auxilia na produção de colágeno, melhora a luminosidade e ajuda a manter a pele com aparência jovem e saudável.  Modo de uso: Após a limpeza da pele, aplique de 3 a 4 gotas no rosto e pescoço, espalhando suavemente até completa absorção. Durante o dia, utilize protetor solar.  Conteúdo: 15ml  Indicado para: Todos os tipos de pele, especialmente para quem deseja melhorar a luminosidade, firmeza, textura e uniformização do tom da pele.",Sem Marca,571.27,17600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706068/nikkeybox/products/obagi-c20-serum-vitamina-c-20-cvys/vltlijc8lwmshc0twprq.webp",,,,,,,,
JE-COS-0113,JE-COS-0113,Obagi C25 NEO Vitamin C Serum,,Padrão,Cosméticos,"Sérum facial premium com alta concentração de Vitamina C pura, desenvolvido para ajudar a melhorar a luminosidade, firmeza e uniformidade da pele. Sua fórmula avançada auxilia na redução da aparência de manchas, poros dilatados e sinais visíveis do envelhecimento.  ✨ Principais benefícios:  * Promove uma pele mais iluminada e radiante. * Ajuda a uniformizar o tom da pele. * Auxilia na redução da aparência de manchas e marcas. * Contribui para melhorar a firmeza e elasticidade. * Suaviza linhas finas e sinais de envelhecimento. * Ajuda a minimizar a aparência dos poros.  🍊 Ingrediente em destaque:  * Vitamina C Pura 25%: poderoso antioxidante que auxilia na proteção contra os danos causados pelos radicais livres e estimula uma aparência mais jovem e saudável.  Modo de uso: Após a limpeza da pele, aplique de 2 a 3 gotas no rosto, evitando a área dos olhos. Utilize preferencialmente à noite ou conforme orientação da sua rotina de cuidados. Durante o dia, recomenda-se o uso de protetor solar.  Conteúdo: 12ml  Indicado para: Todos os tipos de pele, especialmente para quem busca luminosidade, firmeza, uniformização do tom e cuidados antienvelhecimento.",Sem Marca,714.04,22000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706069/nikkeybox/products/obagi-c25-neo-vitamin-c-serum-7n5u/pedanrvugz2cwenlzq3e.webp",,,,,,,,
JE-COS-0114,JE-COS-0114,Obagi C5 Vitamin C Serum,,Padrão,Cosméticos,"Sérum facial com 5% de Vitamina C pura, ideal para quem está começando uma rotina de cuidados com vitamina C ou possui pele sensível. Sua fórmula leve ajuda a hidratar, iluminar e proteger a pele contra os danos causados pelos radicais livres, proporcionando uma aparência mais saudável e uniforme.  ✨ Principais benefícios:  * Promove luminosidade e viço natural. * Auxilia na uniformização do tom da pele. * Ajuda a reduzir a aparência de manchas e marcas recentes. * Contribui para uma pele mais macia e hidratada. * Possui ação antioxidante que ajuda a prevenir os primeiros sinais do envelhecimento. * Textura leve e de rápida absorção.  🍊 Ingrediente em destaque:  * Vitamina C Pura 5%: auxilia na proteção antioxidante da pele, melhora a luminosidade e contribui para uma aparência mais saudável e revitalizada.  Modo de uso: Após a limpeza da pele, aplique de 3 a 4 gotas no rosto e pescoço, espalhando suavemente até completa absorção. Durante o dia, utilize protetor solar.  Conteúdo: 10ml  Indicado para: Todos os tipos de pele, especialmente peles sensíveis, iniciantes no uso de vitamina C ou pessoas que buscam luminosidade e prevenção dos primeiros sinais de envelhecimento.",Sem Marca,227.31,7000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706070/nikkeybox/products/obagi-c5-vitamin-c-serum-ny1w/m4mjlfcqbee0zeybihr5.webp",,,,,,,,
JE-COS-0115,JE-COS-0115,OXY Clear Wash – Sabonete Facial Purificante para Poros 130g ,,Padrão,Cosméticos,"OXY Clear Wash é um sabonete facial japonês desenvolvido para limpar profundamente os poros, remover o excesso de oleosidade e proporcionar uma sensação refrescante após a lavagem. Ideal para quem busca uma pele mais limpa e com aparência saudável.  ✨ Benefícios:  * Limpeza profunda dos poros. * Remove sujeira, impurezas e excesso de oleosidade. * Ajuda a prevenir o aparecimento de cravos. * Proporciona sensação refrescante e revigorante. * Deixa a pele com aspecto limpo e renovado. * Uso diário.  💧 Ação Purificante Sua fórmula ajuda a eliminar resíduos acumulados nos poros, contribuindo para uma pele mais limpa, fresca e equilibrada.  💆‍♂️ Modo de uso: Aplique uma pequena quantidade sobre o rosto úmido, massageando suavemente até formar espuma. Enxágue completamente com água.",Sem Marca,65.06,2000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706071/nikkeybox/products/oxy-clear-wash-sabonete-facial-purifican-q3cl/cqkvoleuweitepqqlnrg.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706073/nikkeybox/products/oxy-clear-wash-sabonete-facial-purifican-q3cl/oaglzsgorwlmrwgcfyly.webp",,,,,,,
JE-COS-0116,JE-COS-0116,OXY Deep Wash – Limpeza Profun da para Pele Oleosa 130g ,,Padrão,Cosméticos,"OXY Deep Wash é um sabonete facial japonês desenvolvido especialmente para peles oleosas e acneicas. Sua fórmula promove uma limpeza profunda dos poros, removendo o excesso de oleosidade, sujeira e impurezas acumuladas ao longo do dia.  ✨ Benefícios:  * Limpeza profunda dos poros. * Remove o excesso de oleosidade. * Ajuda a prevenir cravos e espinhas. * Sensação refrescante e revigorante. * Deixa a pele limpa sem aspecto pesado. * Ideal para uso diário.  💧 Ação Purificante Sua espuma ajuda a eliminar impurezas e resíduos que obstruem os poros, contribuindo para uma pele com aparência mais limpa e saudável.  💆‍♂️ Modo de uso: Aplique uma pequena quantidade sobre o rosto úmido, massageando suavemente até formar espuma. Enxágue completamente com água.",Sem Marca,65.06,2000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706072/nikkeybox/products/oxy-deep-wash-limpeza-profun-da-para-pel-l5ll/h95lh5c3gp3cdsjl1zjb.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706074/nikkeybox/products/oxy-deep-wash-limpeza-profun-da-para-pel-l5ll/uttfbwibahf9hroyot31.webp",,,,,,,
JE-COS-0117,JE-COS-0117,OXY Perfect Wash – Sabonete Facial Antiacne 130g,,Padrão,Cosméticos,"OXY Perfect Wash é um sabonete facial japonês desenvolvido para limpar profundamente a pele, controlar a oleosidade e ajudar na prevenção de cravos e espinhas. Sua fórmula proporciona uma limpeza eficaz sem ressecar excessivamente a pele.  ✨ Benefícios:  * Auxilia na prevenção da acne. * Remove o excesso de oleosidade. * Limpa profundamente os poros. * Elimina impurezas e resíduos acumulados. * Proporciona sensação refrescante após o uso. * Ajuda a manter a pele limpa e saudável.  💧 Ação Antiacne Sua fórmula foi desenvolvida para combater as principais causas das espinhas, mantendo a pele purificada e equilibrada diariamente.  💆‍♂️ Modo de uso: Aplique uma pequena quantidade sobre o rosto úmido, massageie suavemente até formar espuma e enxágue completamente.",Sem Marca,65.06,2000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706075/nikkeybox/products/oxy-perfect-wash-sabonete-facial-antiacn-nayl/ihcsvtr1mk3krjo33dy7.webp",,,,,,,,
JE-DOC-0044,JE-DOC-0044,Peloty Disney Mickey & Minnie 12 unidade,,Padrão,Doces & Chás,"Encante-se com o delicioso Peloty Disney Mickey & Minnie! Este chocolate especial traz os personagens mais famosos da Disney em um formato divertido e colecionável. Feito com chocolate ao leite e detalhes em chocolate branco, é uma opção perfeita para presentear crianças, fãs da Disney ou simplesmente tornar o momento do lanche mais divertido.",Sem Marca,78.04,2400,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706076/nikkeybox/products/peloty-disney-mickey-minnie-vhqi/oz357xjpb0cnmuei7lq9.webp",,,,,,,,
JE-DOC-0045,JE-DOC-0045,Peloty Super Mario – Chocolate Divertido 12 unidade,,Padrão,Doces & Chás,"O Peloty Super Mario é um delicioso chocolate temático inspirado no universo do Super Mario. Além do sabor irresistível, traz a diversão dos personagens mais famosos da Nintendo em uma apresentação especial que encanta crianças e colecionadores.",Sem Marca,162.41,5000,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706078/nikkeybox/products/peloty-super-mario-chocolate-divertido-tnu7/bplzckne9naldec5zcbh.webp",,,,,,,,
